content,score,sentimen,content_clean
"checkout gagal mulu, koneksi internet stabil, tokopedia makin ngga jelas. chat pedagang ngga ada respon sampai estimasi habispun produk gagal dikirim alias pedagang ngga respon. sulit banget cari pedagang yang fast respon. mending di shopee atau lazada lebih gesit. ini mah kaya keong lelet, ngaa di pedagang ngga di kurir sama saja super lelet. ini sesama kirim ke dalam negri. klo ke luar negeri gimana ya leletnya? pilihan kurirnya juga ngaa bisa, cuma ada ekonomi dan standard.",1,negatif,checkout gagal mulu koneksi internet stabil tokopedia ngga chat pedagang ngga respon estimasi habispun produk gagal dikirim alias pedagang ngga respon sulit banget cari pedagang fast respon mending shopee lazada gesit mah kaya keong lelet ngaa pedagang ngga kurir super lelet kirim negri klo negeri gimana ya leletnya pilihan kurirnya ngaa ekonomi standard
promo yang di tawarkan ngibul tidak bisa digunakan,1,negatif,promo tawarkan ngibul
Mantap,5,positif,mantap
Ada kupon diskon tapi ga bisa dipakai,1,negatif,kupon diskon ga dipakai
"lokasi sudah diarahin sesuai titik, eh malah amburadul lagi",1,negatif,lokasi diarahin sesuai titik eh amburadul
KLO udh ga niat tutup aja aplikasi nya. masa ga bisa cek out,1,negatif,klo udh ga niat tutup aja aplikasi nya ga cek out
SANGAT BURUK !!!!,1,negatif,buruk
bnyakk promoo,5,positif,bnyakk promoo
Promo kok mau dipakai ga bisa malah hilang,1,negatif,promo dipakai ga hilang
kenapa aplikasi nya eror tolong di perbaiki saya Mesen paket ga bisa di batalin padahal blum di kirim masih di kemas .,1,negatif,aplikasi nya eror tolong perbaiki mesen paket ga batalin blum kirim kemas
maksud nya apa ya di sediain promo buat yang baru pakai aplikasi tapi pas mau di pakai di tolak? clickbait atau nipu?,1,negatif,maksud nya ya sediain promo pakai aplikasi pas pakai tolak clickbait nipu
kereeeen,5,positif,kereeeen
"Terimakasih sudah menanggapi keluhan saya,keren tokopedia🤩",5,positif,terimakasih menanggapi keluhan sayakeren tokopedia
"apakah anda ingin tau kalah dengan apk shoppe?, karena anda tidak bisa memberikan gratis ongkir dan voucher diskon!!!",1,negatif,tau kalah apk shoppe gratis ongkir voucher diskon
"saya pengguna lama Tokopedia, entah apa yang terjadi di system internal kalian, kami kesulitan menarik dana refund ke rek.bank atau lainya. dengan keterangan identitas tidak terverifikasi, padahal saya punya kartu kredit tokopedia dan aplikasi keuangan yang terafiliasi dengan tokped ini.",1,negatif,pengguna tokopedia system internal kesulitan menarik dana refund rekbank lainya keterangan identitas terverifikasi kartu kredit tokopedia aplikasi keuangan terafiliasi tokped
toko cerdas yang flexibel,5,positif,toko cerdas flexibel
Aku si mantap,5,positif,si mantap
ok,5,positif,ok
"""Secara keseluruhan saya puas menggunakan Tokopedia. Semoga aplikasinya semakin stabil, proses refund lebih cepat, dan promo semakin menarik.""",5,positif,puas tokopedia semoga aplikasinya stabil proses refund cepat promo menarik
puas dengan toko pedia,5,positif,puas toko pedia
voucher nya ga bisa gendeng,1,negatif,voucher nya ga gendeng
aplikasi yang sangat bagus sangat membatu memudahkan belanja dan harganya lebih murah jaya terus tokopedia,5,positif,aplikasi bagus membatu memudahkan belanja harganya murah jaya tokopedia
"pd 14 juli 2026 ada pengalaman kurang mengenakan krn saya pesan teleskop senapan angin, saya batalkan atas anjuran penjual krn stok habis dan sdh terlanjur saya bsyar. tp sampai sekarang dana blm dikebalikan ssldo saya.",5,positif,pd juli pengalaman mengenakan krn pesan teleskop senapan angin batalkan anjuran penjual krn stok habis sdh terlanjur bsyar tp dana blm dikebalikan ssldo
"fitur pencarian menggunakan foto di hilangkan, ini bentuk kemunduran tokped",1,negatif,fitur pencarian foto hilangkan bentuk kemunduran tokped
Dapat promo terus tapi ujung2nya promo tidak berlaku,1,negatif,promo ujungnya promo berlaku
bagus,4,positif,bagus
"tokopedia semakin buruk saja, beli barang tiba tiba di cancel, bukan hanya sekali tapi beberapa kali, fix saya akan tinggalkan tokopedia lebih baik pindah ke orange saja !!!",1,negatif,tokopedia buruk beli barang cancel kali fix tinggalkan tokopedia pindah orange
di-update malah lama banget apadahal memori masih banyak yang kosong udah gitu gagal belanja uang malah ada di toped akhirnya susah ditarik punya duit gimana sih ini mau niat dagang apa mau maling duit saya kagak bisa ditarik,1,negatif,diupdate banget apadahal memori kosong udah gitu gagal belanja uang toped susah ditarik duit gimana sih niat dagang maling duit kagak ditarik
kalo lagi di aplikasi lain sering tiba-tiba iklan lu muncul,1,negatif,kalo aplikasi tibatiba iklan lu muncul
aku mau cod tapi malah harus pake bank,1,negatif,cod pake bank
Promo tidak berlaku kemudian hilang. Lah kenapa awalnya dikasih promo kalau gitu geje,1,negatif,promo berlaku hilang dikasih promo gitu geje
nice,5,positif,nice
"Tokopedia ga ada tanggung jawabnya, barang sameday 8 jam bisa 2 hari baru sampai. ga jelas banget",1,negatif,tokopedia ga tanggung barang sameday jam ga banget
"sangat disayangkan, sudah jauh berbeda tampilan, system, search, diskon, segala aspek. semenjak join merging sm tiktok. benci dengan apps ini",1,negatif,disayangkan berbeda tampilan system search diskon aspek semenjak join merging sm tiktok benci apps
belum dipake baru sehari masa voucher nya udah hilang aja,1,negatif,dipake sehari voucher nya udah hilang aja
tidak bisa cek out,1,negatif,cek out
tokped lagi kenapa sih? lemotnya kebangetan,3,netral,tokped sih lemotnya kebangetan
"sistem membatalkan pesanan, saldo refund tidak bisa ditarik ke e-wallet dan ribet benerrr... anjg",1,negatif,sistem membatalkan pesanan saldo refund ditarik ewallet ribet benerrr anjg
"pembeli baru,mudah2n hasil barang nya tidak mengecewakan..jika bagus,saya akan belanja lagi",4,positif,pembeli barumudahn hasil barang nya mengecewakanjika bagussaya belanja
Satisfying...,5,positif,satisfying
Jelek promonya ga bisa dipakai,1,negatif,jelek promonya ga dipakai
mau ganti no hp aja ribet nya minta ampun,1,negatif,ganti no hp aja ribet nya ampun
penarikan saldo tidak bisa selama 1 bulan lebih. dan kata aplikasinya perbaikan sistem. tapi kalau belanja lancar2 saja,1,negatif,penarikan saldo aplikasinya perbaikan sistem belanja lancar
"sagat bagus, barang murah murah kulaitas bagus",5,positif,sagat bagus barang murah murah kulaitas bagus
scam!! harganya diskon pas di co harga kembali normal aplikasi gajelas,1,negatif,scam harganya diskon pas co harga normal aplikasi gajelas
kacau der,1,negatif,kacau der
"mudah dan enak belanja di tokopedia, cuma kalau ada toko yg sdh lama tdk aktif kok msih muncul dan akhirnya saya gagal transaksi..",5,positif,mudah enak belanja tokopedia toko yg sdh tdk aktif msih muncul gagal transaksi
produknya murah murah .tapi ongkirnya sampai ratusan ribu..sama aja dengan menjebak konsumen .terpaksa dihapus aplikasi nya,1,negatif,produknya murah murah ongkirnya ratusan ribusama aja menjebak konsumen terpaksa dihapus aplikasi nya
good,5,positif,good
aplikasi oke untuk belanja,5,positif,aplikasi oke belanja
lemot buat scroll sering for cluse dan msh ada seller yg mencurigakan pesan 2x hanya di proses cuma menunggu kurir sampai waktu habis akhir di batalkan sistem,3,netral,lemot scroll for cluse msh seller yg mencurigakan pesan x proses menunggu kurir habis batalkan sistem
"jgn beli di tokped, tokonya banyak yg nipu aku transaksi disini malah di mahalin mendadak kalo ga mau mendadak cancel",1,negatif,jgn beli tokped tokonya yg nipu transaksi mahalin mendadak kalo ga mendadak cancel
keren banget,5,positif,keren banget
okeh,5,positif,okeh
"paket udah 1, bulan lebih ga sampe2 pengiriman tidak update minta refund malah ditolak. udah jelas tu paket ga sampe Tokopedia ga becus banget",1,negatif,paket udah ga sampe pengiriman update refund ditolak udah tu paket ga sampe tokopedia ga becus banget
goood job,5,positif,goood job
ok,5,positif,ok
sippp,4,positif,sippp
SUKAAA BANYAKK PROMOOO,5,positif,sukaaa banyakk promooo
respon cepat,5,positif,respon cepat
COD bayar motede,5,positif,cod bayar motede
top mantap is the best buat tokopedia,5,positif,top mantap is the best tokopedia
"ada yang bermasalah sama fitur penarikan dana tokopedia tidak ya? ada fungsi baru super ngaco, namanya kyc whatever, disuruh verifikasi, pakai data asli, tapi ditolak. udah dilaporkan, admin nya malah ngasih step yang lebih ngaco dan super duper ga nyambung.",1,negatif,bermasalah fitur penarikan dana tokopedia ya fungsi super ngaco namanya kyc whatever disuruh verifikasi pakai data asli ditolak udah dilaporkan admin nya ngasih step ngaco super duper ga nyambung
PROMO PENGGUNA BISA SETELAH 2 KALI PERCOBAAN. TERIMA KASIH. SAYA TARIK UCAPAN SAYA SEBELUMNYA.,3,netral,promo pengguna kali percobaan terima kasih tarik ucapan
ok,5,positif,ok
ok,5,positif,ok
mudah dan cepat,5,positif,mudah cepat
toped mantap banyak bonusnya,5,positif,toped mantap bonusnya
belanja di awal estimasi tiba 8-10. trus berubah 13-15 di komplain malah berubah jd 17. hubungi toped ga bsa ngasi solusi selain nyuruh sabar,1,negatif,belanja estimasi trus berubah komplain berubah jd hubungi toped ga bsa ngasi solusi nyuruh sabar
PERBAIKI filter produk Serupa.. . lebih bagus versi lamaa__lancar TAMBAHKAN FITUR PENCARIAN Dengan gambar / foto langsung jangan sampai kalah dengan TOkO online sebelah,3,netral,perbaiki filter produk bagus versi lamaa__lancar tambahkan fitur pencarian gambar foto langsung kalah toko online sebelah
balikin duit gw dong toko pedia sayang kan 3 rts ribu belanja di rfund mana anak belum makan 3 hari.....susah banget ambil duit ya,3,netral,balikin duit gw toko pedia sayang rts ribu belanja rfund anak makan harisusah banget ambil duit ya
Mantab,5,positif,mantab
"sangat mengecewakan semenjak gabung ama TIKTOK,,bagi penjual yang modal pas pas san .bukan nya untung malah rugi gak karuan ..barang yang sudah sampai dan dana seharusnya langsung masuk ke salado untuk mutar lagi malah harus nunggu sampek 1minggu,semenjak gabung ama tiktok bukan untung malah hbis modal",1,negatif,mengecewakan semenjak gabung ama tiktokbagi penjual modal pas pas san nya untung rugi gak karuan barang dana langsung masuk salado mutar nunggu sampek minggusemenjak gabung ama tiktok untung hbis modal
lancar,5,positif,lancar
senang belanja 🥰🥰🥰di Tokopedia barang original pengiriman cepat byk voucher gratis semoga mkin berjaya Tokopedia,5,positif,senang belanja tokopedia barang original pengiriman cepat byk voucher gratis semoga mkin berjaya tokopedia
sangat bagus,5,positif,bagus
di batalin sistem mulu,2,negatif,batalin sistem mulu
gratis ongkir tapi ada ongkirnya gimn coba,3,netral,gratis ongkir ongkirnya gimn coba
"nyaman, tapi tolong untuk seller tidak aktif diberikan tanda, misalnya seller 7 hari tidak aktif di kasih tau gitu. Agar tidak terjadi pembatalan dan mengecewakan pengguna.",5,positif,nyaman tolong seller aktif tanda seller aktif kasih tau gitu pembatalan mengecewakan pengguna
"agak berat,",4,positif,berat
pokoknya sampe bisa dipake ku rate 1,1,negatif,pokoknya sampe dipake ku rate
"pelit diskon, gk kaget kalo pada milih oren",2,negatif,pelit diskon gk kaget kalo milih oren
good,5,positif,good
gajelas najis,1,negatif,gajelas najis
bagus,5,positif,bagus
bagus suka,5,positif,bagus suka
Buat apa kasih promo kalau dipakai ga bisa trus hilang,1,negatif,kasih promo dipakai ga trus hilang
Tempat belanja terlengkap harga bersaing . komplain pembelian barang mudah,5,positif,belanja terlengkap harga bersaing komplain pembelian barang mudah
"User interface terbaru tokopedia sangat membingungkan, yang sebelumnya bagus² aja dan tidak ada masalah kini malah langsung berubah, maaf langsung bintang 1: ☆ Update: bahkan tokopedia versi web lebih baik daripada versi updatean aplikasi ini, mengenaskan",1,negatif,user interface terbaru tokopedia membingungkan bagus² aja langsung berubah maaf langsung bintang update tokopedia versi web versi updatean aplikasi mengenaskan
ongkiiir mhal 🤦‍♀️,3,netral,ongkiiir mhal
"aplikasi gajelas, voucher ngga bisa dipakai",1,negatif,aplikasi gajelas voucher ngga dipakai
diskon untuk pengguna baru ga bisa digunakan. diskon gimmick ga jelas,2,negatif,diskon pengguna ga diskon gimmick ga
"Kenapa saya sudah memesan barang dan dibatalkan oleh sistem, tetapi uang saya tidak dikembalikan? Saya menuntut tanggung jawab pihak Tokopedia mengenai hal ini",1,negatif,memesan barang dibatalkan sistem uang dikembalikan menuntut tanggung tokopedia
"kemarin dah bagus, kenapa setelah update malah banyak produk yg black screen yg bener aja lah cuma apk ni yang aku pakek buat transaksi kenapa update nya jelek",1,negatif,kemarin dah bagus update produk yg black screen yg bener aja apk ni pakek transaksi update nya jelek
"Pesan pesan inbox lama tidak bsia dihapus, tampilan aplikasi sering berubah ubah, loading lama, crash, beberapa iklan lama tidak bisa dihapus. Rating bintang 1/buruk adalah yang paling tepat untuk anda emang yakin dibalas kalau komplain ke cs?",1,negatif,pesan pesan inbox bsia dihapus tampilan aplikasi berubah ubah loading crash iklan dihapus rating bintang buruk emang dibalas komplain cs
"pengguna baru, malahan nggak bisa di pakai voucher nya",1,negatif,pengguna nggak pakai voucher nya
Mau beli malah diskonnya hilang ya ga jadi,1,negatif,beli diskonnya hilang ya ga
"ada transaksi bukan oleh saya, memotong saldo tokopedia, komplain ke tokopedia care sampai sekarang tidak ada respon sudah 3 hari ini, tiba tiba akun diblokir",1,negatif,transaksi memotong saldo tokopedia komplain tokopedia care respon akun diblokir
"tokped setelah gabung sama tiktok, aplikasinya buruk, pusat bantuan dan chat tidak berfungsi !!!",1,negatif,tokped gabung tiktok aplikasinya buruk pusat bantuan chat berfungsi
Uji coba,4,positif,uji coba
sangat membantu dlm hal belanja online.,5,positif,membantu dlm belanja online
kenapa toko kapital saya ga bisa di akses,5,positif,toko kapital ga akses
terbaik,5,positif,terbaik
Terima kasih.,5,positif,terima kasih
"dana refund tidak dapat ditarik harus verifikasi ktp ah pea jadi rugi mau dibelanjakan lagi ada ongkirnya dan voucher yang direfund tidak dapat digunakan kembali, penjual juga banyak yang tidak aktif gak kaya market place sebelah",1,negatif,dana refund ditarik verifikasi ktp ah pea rugi dibelanjakan ongkirnya voucher direfund penjual aktif gak kaya market place sebelah
sangat membantu,5,positif,membantu
gak jelas promo pengguna baru nya gak berlaku kalo gak berlaku kenapa masih di iklannin hdehh,1,negatif,gak promo pengguna nya gak berlaku kalo gak berlaku iklannin hdehh
semua kurir tiktok shop dan Tokopedia nambah nambahin harga cod 2-5 ribu,1,negatif,kurir tiktok shop tokopedia nambah nambahin harga cod ribu
"Lu kenapa dah, display harga error, ui jadi kacau, sering page not found, optimalisasi berkurang, barang diskon status harga ga berubah. Like Come On.",2,negatif,lu dah display harga error ui kacau page not found optimalisasi berkurang barang diskon status harga ga berubah like come on
"tidak bisa menggunakan vouchernya, sudah ditekan untuk menggunakan voucher tapi tetap tidak terpakai juga voucher nya, bagaimana ini!",2,negatif,vouchernya ditekan voucher terpakai voucher nya
"Aplikasi perampok!!! beli barang dr Penjual minta dibatalkan karna barang kosong, uang masuk ke saldo tokped tapi ketika mau ditarik ada notifikasi tidak bisa diproses, disuruh menghubungi CS. Setelah Logout, lanjut Login lagi baru bisa. Gimana kalau yang ngga tau? hilang begitu aja saldonya??? edan!!",1,negatif,aplikasi perampok beli barang dr penjual dibatalkan karna barang kosong uang masuk saldo tokped ditarik notifikasi diproses disuruh menghubungi cs logout login gimana ngga tau hilang aja saldonya edan
knapa akun saya di nonaktifkan,5,positif,knapa akun nonaktifkan
"cepat ,bagus",5,positif,cepat bagus
"vouchernya aja gabisa di pake gk rekomen banget sih,masa gabisa chekout pake voucher trs gunanya di kasih buat apa biar hangus doang ya?",1,negatif,vouchernya aja gabisa pake gk rekomen banget sihmasa gabisa chekout pake voucher trs gunanya kasih biar hangus doang ya
